Symbol,Name,Market Cap,Country,Volume,Sector,Industry,,,,,,,,,Symbol,Sector,
HUMAW,Humacyte Inc. Warrant,0,United States,20561,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,HUMAW,Health Care,
HURC,Hurco Companies Inc. Common Stock,211311006,United States,36803,Basic Industries,Steel/Iron Ore,,,,,,,,,HURC,Basic Industries,
HURN,Huron Consulting Group Inc. Common Stock,1118703307,United States,52153,Consumer Services,Professional Services,,,,,,,,,HURN,Consumer Services,
HUSN,Hudson Capital Inc. Ordinary Shares,15760967,China,44492,Consumer Services,Professional Services,,,,,,,,,HUSN,Consumer Services,
HUT,Hut 8 Mining Corp. Common Shares,2001563696,Canada,13142482,,,,,,,,,,,HUT,,
HVBC,HV Bancorp Inc. Common Stock,49936308,United States,999,Finance,Major Banks,,,,,,,,,HVBC,Finance,
HWBK,Hawthorn Bancshares Inc. Common Stock,159469098,United States,9115,Finance,Major Banks,,,,,,,,,HWBK,Finance,
HWC,Hancock Whitney Corporation Common Stock,4291660890,United States,342111,Finance,Major Banks,,,,,,,,,HWC,Finance,
HWCPZ,Hancock Whitney Corporation 6.25% Subordinated Notes due 2060,0,United States,15348,Finance,Major Banks,,,,,,,,,HWCPZ,Finance,
HWEL,Healthwell Acquisition Corp. I Class A Common Stock,311896875,United States,21470,,,,,,,,,,,HWEL,,
HWELU,Healthwell Acquisition Corp. I Unit,0,United States,16500,,,,,,,,,,,HWELU,,
HWELW,Healthwell Acquisition Corp. I Warrant,0,United States,9349,,,,,,,,,,,HWELW,,
HWKN,Hawkins Inc. Common Stock,753252679,United States,40159,Basic Industries,Industrial Specialties,,,,,,,,,HWKN,Basic Industries,
HX,Xiaobai Maimai Inc. ADR,220316089,China,1655212,Finance,Finance: Consumer Services,,,,,,,,,HX,Finance,
HYAC,Haymaker Acquisition Corp. III Class A common stock,386953125,United States,2,,,,,,,,,,,HYAC,,
HYACU,Haymaker Acquisition Corp. III Unit,0,United States,14075,,,,,,,,,,,HYACU,,
HYACW,Haymaker Acquisition Corp. III Warrant,0,United States,26596,,,,,,,,,,,HYACW,,
HYFM,Hydrofarm Holdings Group Inc. Common Stock,1493500524,United States,1222642,Capital Goods,Industrial Machinery/Components,,,,,,,,,HYFM,Capital Goods,
HYMC,Hycroft Mining Holding Corporation Class A Common Stock,85773672,United States,125083,Basic Industries,Precious Metals,,,,,,,,,HYMC,Basic Industries,
HYMCL,Hycroft Mining Holding Corporation Warrants,0,United States,79,Basic Industries,Precious Metals,,,,,,,,,HYMCL,Basic Industries,
HYMCW,Hycroft Mining Holding Corporation  Warrant,0,United States,99084,Basic Industries,Precious Metals,,,,,,,,,HYMCW,Basic Industries,
HYMCZ,Hycroft Mining Holding Corporation Warrant,0,United States,5598,Basic Industries,Precious Metals,,,,,,,,,HYMCZ,Basic Industries,
HYRE,HyreCar Inc. Common Stock,148375715,United States,320928,Miscellaneous,Rental/Leasing Companies,,,,,,,,,HYRE,Miscellaneous,
HYW,Hywin Holdings Ltd. American Depositary Shares,175560000,China,8731,Finance,Investment Managers,,,,,,,,,HYW,Finance,
HYZN,Hyzon Motors Inc. Class A Common Stock,1347325652,United States,3154718,Capital Goods,Construction/Ag Equipment/Trucks,,,,,,,,,HYZN,Capital Goods,
HYZNW,Hyzon Motors Inc. Warrants,0,United States,118853,Capital Goods,Construction/Ag Equipment/Trucks,,,,,,,,,HYZNW,Capital Goods,
HZNP,Horizon Therapeutics Public Limited Company Ordinary Shares,26621534244,Ireland,3413910,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,HZNP,Health Care,
IAC,IAC/InterActiveCorp Common Stock,12218786272,United States,593054,Consumer Services,EDP Services,,,,,,,,,IAC,Consumer Services,
IART,Integra LifeSciences Holdings Corporation Common Stock,5667675109,United States,460223,Health Care,Medical/Dental Instruments,,,,,,,,,IART,Health Care,
IAS,Integral Ad Science Holding Corp. Common Stock,3732405334,United States,216453,Technology,Advertising,,,,,,,,,IAS,Technology,
IBCP,Independent Bank Corporation Common Stock,478581670,United States,73457,Finance,Major Banks,,,,,,,,,IBCP,Finance,
IBEX,IBEX Limited Common Shares,309583396,Bermuda,41836,Technology,EDP Services,,,,,,,,,IBEX,Technology,
IBKR,Interactive Brokers Group Inc. Class A Common Stock,6928913168,United States,888763,Finance,Investment Bankers/Brokers/Service,,,,,,,,,IBKR,Finance,
IBOC,International Bancshares Corporation Common Stock,2678747163,United States,86058,Finance,Major Banks,,,,,,,,,IBOC,Finance,
IBRX,ImmunityBio Inc. Common Stock,3203571841,United States,858325,Health Care,Biotechnology: Commercial Physical & Biological Resarch,,,,,,,,,IBRX,Health Care,
IBTX,Independent Bank Group Inc Common Stock,3078771928,United States,212531,Finance,Major Banks,,,,,,,,,IBTX,Finance,
ICAD,iCAD Inc. Common Stock,262626518,United States,150250,Health Care,Managed Health Care,,,,,,,,,ICAD,Health Care,
ICBK,County Bancorp Inc. Common Stock,212382451,United States,1683,Finance,Commercial Banks,,,,,,,,,ICBK,Finance,
ICCC,ImmuCell Corporation Common Stock,68902590,United States,1264,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,ICCC,Health Care,
ICCH,ICC Holdings Inc. Common Stock,55938335,United States,393,Finance,Property-Casualty Insurers,,,,,,,,,ICCH,Finance,
ICCM,IceCure Medical Ltd. Ordinary Shares,231111839,Israel,34497,,,,,,,,,,,ICCM,,
ICFI,ICF International Inc. Common Stock,1863719013,United States,39157,Consumer Services,Professional Services,,,,,,,,,ICFI,Consumer Services,
ICHR,Ichor Holdings Ordinary Shares,1242973655,United States,633423,Technology,Semiconductors,,,,,,,,,ICHR,Technology,
ICLK,iClick Interactive Asia Group Limited American Depositary Shares,649370204,Hong Kong,323697,Technology,Computer Software: Prepackaged Software,,,,,,,,,ICLK,Technology,
ICLR,ICON plc Ordinary Shares,22824508241,Ireland,386885,Health Care,Biotechnology: Commercial Physical & Biological Resarch,,,,,,,,,ICLR,Health Care,
ICMB,Investcorp Credit Management BDC Inc. Common Stock,76231702,United States,108257,Finance,Finance/Investors Services,,,,,,,,,ICMB,Finance,
ICPT,Intercept Pharmaceuticals Inc. Common Stock,498739618,United States,454290,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,ICPT,Health Care,
ICUI,ICU Medical Inc. Common Stock,4883510585,United States,123848,Health Care,Medical/Dental Instruments,,,,,,,,,ICUI,Health Care,
ICVX,Icosavax Inc. Common Stock,1048492215,United States,43227,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,ICVX,Health Care,
IDBA,IDEX Biometrics ASA American Depositary Shares,276955546,Norway,442,Miscellaneous,Diversified Manufacture,,,,,,,,,IDBA,Miscellaneous,
IDCC,InterDigital Inc. Common Stock,2065362640,United States,94921,Public Utilities,Telecommunications Equipment,,,,,,,,,IDCC,Public Utilities,
IDEX,Ideanomics Inc. Common Stock,914947269,United States,13947259,Technology,Engineering & Construction,,,,,,,,,IDEX,Technology,
IDN,Intellicheck Inc. Common Stock,164657189,United States,46099,Technology,Retail: Computer Software & Peripheral Equipment,,,,,,,,,IDN,Technology,
IDRA,Idera Pharmaceuticals Inc. Common Stock,45407019,United States,483215,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,,,IDRA,Health Care,
IDXX,IDEXX Laboratories Inc. Common Stock,4.44E+11,United States,279930,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,,,,,,,,,IDXX,Health Care,
IDYA,IDEAYA Biosciences Inc. Common Stock,867518597,United States,214095,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,IDYA,Health Care,
IEA,Infrastructure and Energy Alternatives Inc. Common Stock,497429410,United States,570262,Basic Industries,Water Supply,,,,,,,,,IEA,Basic Industries,
IEAWW,Infrastructure and Energy Alternatives Inc. Warrant,0,United States,26795,Basic Industries,Water Supply,,,,,,,,,IEAWW,Basic Industries,
IEP,Icahn Enterprises L.P. Common Stock,15284615741,United States,193053,,,,,,,,,,,IEP,,
IESC,IES Holdings Inc. Common Stock,1041793963,United States,29033,Capital Goods,Engineering & Construction,,,,,,,,,IESC,Capital Goods,
IFBD,Infobird Co. Ltd Ordinary Shares,59590000,China,829682,,,,,,,,,,,IFBD,,
IFMK,iFresh Inc. Common Stock,30832421,United States,43114,Consumer Services,Restaurants,,,,,,,,,IFMK,Consumer Services,
IFRX,InflaRx N.V. Common Stock,179396293,Germany,120924149,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,IFRX,Health Care,
IGAC,IG Acquisition Corp. Class A Common Stock,370125000,United States,252505,,,,,,,,,,,IGAC,,
IGACU,IG Acquisition Corp. Unit,0,United States,2338,,,,,,,,,,,IGACU,,
IGACW,IG Acquisition Corp. Warrant,0,United States,176339,,,,,,,,,,,IGACW,,
IGIC,International General Insurance Holdings Ltd. Ordinary Share,416503957,Jordan,1189,Finance,Property-Casualty Insurers,,,,,,,,,IGIC,Finance,
IGICW,International General Insurance Holdings Ltd. Warrants expiring 03/17/2025,0,Jordan,11309,Finance,Property-Casualty Insurers,,,,,,,,,IGICW,Finance,
IGMS,IGM Biosciences Inc. Common Stock,1601185619,United States,275478,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,IGMS,Health Care,
IHRT,iHeartMedia Inc. Class A Common Stock,2777702226,United States,894126,Consumer Services,Broadcasting,,,,,,,,,IHRT,Consumer Services,
III,Information Services Group Inc. Information Services Group Inc. Common Stock,377528749,United States,331520,Technology,Retail: Computer Software & Peripheral Equipment,,,,,,,,,III,Technology,
IIII,INSU Acquisition Corp. III Class A Common Stock,333498000,United States,19,,,,,,,,,,,IIII,,
IIIIU,INSU Acquisition Corp. III Unit,0,United States,48,,,,,,,,,,,IIIIU,,
IIIIW,INSU Acquisition Corp. III Warrant,0,United States,3722,,,,,,,,,,,IIIIW,,
IIIV,i3 Verticals Inc. Class A Common Stock,492110012,United States,234876,Technology,EDP Services,,,,,,,,,IIIV,Technology,
IIN,Intricon Corporation Common Stock,156473044,United States,23733,Health Care,Medical/Dental Instruments,,,,,,,,,IIN,Health Care,
IINN,Inspira Technologies Oxy B.H.N. Ltd. Ordinary Shares,35236971,Israel,38308964,Health Care,Medical/Dental Instruments,,,,,,,,,IINN,Health Care,
IINNW,Inspira Technologies Oxy B.H.N. Ltd. Warrant,0,Israel,1286295,Health Care,Medical/Dental Instruments,,,,,,,,,IINNW,Health Care,
IIVI,II-VI Incorporated Common Stock,6499585962,United States,1963235,Capital Goods,Industrial Machinery/Components,,,,,,,,,IIVI,Capital Goods,
IIVIP,II-VI Incorporated 6.00% Series A Mandatory Convertible Preferred Stock,0,United States,22715,Capital Goods,Industrial Machinery/Components,,,,,,,,,IIVIP,Capital Goods,
IKNA,Ikena Oncology Inc. Common Stock,453564026,United States,67425,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,IKNA,Health Care,
IKNX,Ikonics Corporation,55581832,United States,7544,Miscellaneous,Industrial Machinery/Components,,,,,,,,,IKNX,Miscellaneous,
IKT,Inhibikase Therapeutics Inc. Common Stock,52277358,United States,744192,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,IKT,Health Care,
ILMN,Illumina Inc. Common Stock,1.29E+11,United States,566142,Health Care,Medical Specialities,,,,,,,,,ILMN,Health Care,
ILPT,Industrial Logistics Properties Trust Common Shares of Beneficial Interest,1851008821,United States,203485,Consumer Services,Real Estate Investment Trusts,,,,,,,,,ILPT,Consumer Services,
IMAB,I-MAB American Depositary Shares,4522039632,China,517954,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,IMAB,Health Care,
IMAC,IMAC Holdings Inc. Common Stock,34185181,United States,30526,Health Care,Medical Specialities,,,,,,,,,IMAC,Health Care,
IMACW,IMAC Holdings Inc. Warrant,0,United States,5098,Health Care,Medical Specialities,,,,,,,,,IMACW,Health Care,
IMAQ,International Media Acquisition Corp. Class A Common Stock,234637434,United States,138028,,,,,,,,,,,IMAQ,,
IMAQR,International Media Acquisition Corp. Rights,0,United States,48707,,,,,,,,,,,IMAQR,,
IMAQU,International Media Acquisition Corp. Unit,0,United States,1556,,,,,,,,,,,IMAQU,,
IMAQW,International Media Acquisition Corp. Warrants,0,United States,1324500,,,,,,,,,,,IMAQW,,
IMBI,iMedia Brands Inc. Class A Common Stock,132414488,United States,40213,Consumer Services,Catalog/Specialty Distribution,,,,,,,,,IMBI,Consumer Services,
IMBIL,iMedia Brands Inc. 8.5% Senior Notes Due 2026,0,United States,10500,,,,,,,,,,,IMBIL,,
IMCC,IM Cannabis Corp. Common Shares,192660036,Canada,65525,,,,,,,,,,,IMCC,,
IMCR,Immunocore Holdings plc American Depositary Shares,1663871344,United Kingdom,51969,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,,,IMCR,Health Care,
IMGN,ImmunoGen Inc. Common Stock,1198237186,United States,1630136,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,IMGN,Health Care,
IMGO,Imago BioSciences Inc. Common stock,925416887,United States,63555,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,IMGO,Health Care,
IMKTA,Ingles Markets Incorporated Class A Common Stock,1293137118,United States,69751,Consumer Services,Food Chains,,,,,,,,,IMKTA,Consumer Services,
IMMP,Immutep Limited American Depositary Shares,314972384,Australia,465864,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,IMMP,Health Care,
IMMR,Immersion Corporation Common Stock,262569292,United States,1966092,Technology,Computer peripheral equipment,,,,,,,,,IMMR,Technology,
IMNM,Immunome Inc. Common Stock,276332659,United States,159983,Consumer Durables,Specialty Chemicals,,,,,,,,,IMNM,Consumer Durables,
IMOS,ChipMOS TECHNOLOGIES INC. American Depositary Shares,1238853544,Taiwan,30576,Technology,Semiconductors,,,,,,,,,IMOS,Technology,
IMPL,Impel NeuroPharma Inc. Common Stock,202900038,United States,197493,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,IMPL,Health Care,
IMRA,IMARA Inc. Common Stock,95802536,United States,69078,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,,,IMRA,Health Care,
IMRN,Immuron Limited American Depositary Shares,21361177,Australia,17931,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,IMRN,Health Care,
IMRNW,Immuron Limited Warrants,0,Australia,694,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,IMRNW,Health Care,
IMRX,Immuneering Corporation Class A Common Stock,703699676,United States,54118,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,IMRX,Health Care,
IMTE,Integrated Media Technology Limited Ordinary Shares,48886161,Australia,44878,Consumer Non-Durables,Consumer Electronics/Appliances,,,,,,,,,IMTE,Consumer Non-Durables,
IMTX,Immatics N.V. Ordinary Shares,852420080,Germany,51375,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,,,IMTX,Health Care,
IMTXW,Immatics N.V. Warrants,0,Germany,8630,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,,,IMTXW,Health Care,
IMUX,Immunic Inc. Common Stock,241232344,United States,87722,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,IMUX,Health Care,
IMV,IMV Inc. Common Shares,133892485,Canada,791959,,,,,,,,,,,IMV,,
IMVT,Immunovant Inc. Common Stock,666765575,United States,454704,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,IMVT,Health Care,
IMXI,International Money Express Inc. Common Stock,632540122,United States,97437,Technology,EDP Services,,,,,,,,,IMXI,Technology,
INAB,IN8bio Inc. Common Stock,137845965,United States,105173,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,INAB,Health Care,
INBK,First Internet Bancorp Common Stock,335928076,United States,14911,Finance,Major Banks,,,,,,,,,INBK,Finance,
INBKZ,First Internet Bancorp 6.0% Fixed-to-Floating Rate Subordinated Notes Due 2029,0,United States,31,Finance,Major Banks,,,,,,,,,INBKZ,Finance,
INBX,Inhibrx Inc. Common Stock,1531602886,United States,151087,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,INBX,Health Care,
INCR,Intercure Ltd. Ordinary Shares,290171003,Israel,25566,,,,,,,,,,,INCR,,
INCY,Incyte Corp. Common Stock,14517710584,United States,1730515,Health Care,Biotechnology: Commercial Physical & Biological Resarch,,,,,,,,,INCY,Health Care,
INDB,Independent Bank Corp. Common Stock,2782619409,United States,220005,Finance,Major Banks,,,,,,,,,INDB,Finance,
INDI,indie Semiconductor Inc. Class A Common Stock,1752772575,United States,773075,Technology,Semiconductors,,,,,,,,,INDI,Technology,
INDIW,indie Semiconductor Inc. Warrant,0,United States,208949,Technology,Semiconductors,,,,,,,,,INDIW,Technology,
INDP,Indaptus Therapeutics Inc. Common Stock,40166357,United States,217146,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,INDP,Health Care,
INDT,INDUS Realty Trust Inc. (MD) Common Stock,689970887,United States,44906,Finance,Real Estate,,,,,,,,,INDT,Finance,
INFI,Infinity Pharmaceuticals Inc. Common Stock,228896411,United States,1131727,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,INFI,Health Care,
INFN,Infinera Corporation Common Stock,1554014080,United States,1371925,Public Utilities,Telecommunications Equipment,,,,,,,,,INFN,Public Utilities,
INGN,Inogen Inc Common Stock,893810023,United States,445412,Health Care,Industrial Specialties,,,,,,,,,INGN,Health Care,
INKA,KludeIn I Acquisition Corp. Class A Common Stock,212498438,United States,209,,,,,,,,,,,INKA,,
INKAU,KludeIn I Acquisition Corp. Unit,0,United States,100,,,,,,,,,,,INKAU,,
INKAW,KludeIn I Acquisition Corp. Warrant,0,United States,5900,,,,,,,,,,,INKAW,,
INKT,MiNK Therapeutics Inc. Common Stock,472841738,United States,118577,Consumer Durables,Specialty Chemicals,,,,,,,,,INKT,Consumer Durables,
INM,InMed Pharmaceuticals Inc. Common Shares,17369092,Canada,275928,,,,,,,,,,,INM,,
INMB,INmune Bio Inc. Common stock,333818057,United States,206295,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,INMB,Health Care,
INMD,InMode Ltd. Ordinary Shares,6797971478,Israel,1721564,Health Care,Medical/Nursing Services,,,,,,,,,INMD,Health Care,
INNV,InnovAge Holding Corp. Common Stock,894408986,United States,210272,Health Care,Hospital/Nursing Management,,,,,,,,,INNV,Health Care,
INO,Inovio Pharmaceuticals Inc. Common Stock,1533501772,United States,4010965,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,,,INO,Health Care,
INOD,Innodata Inc. Common Stock,277653599,United States,30775,Technology,EDP Services,,,,,,,,,INOD,Technology,
INOV,Inovalon Holdings Inc. Class A Common Stock,6332762038,United States,515962,Technology,EDP Services,,,,,,,,,INOV,Technology,
INPX,Inpixon Common Stock,103083166,United States,3197247,Technology,Computer Software: Prepackaged Software,,,,,,,,,INPX,Technology,
INSE,Inspired Entertainment Inc. Common Stock,337822403,United States,830074,,,,,,,,,,,INSE,,
INSG,Inseego Corp. Common Stock,650509723,United States,1112764,Capital Goods,Telecommunications Equipment,,,,,,,,,INSG,Capital Goods,
INSM,Insmed Inc. Common Stock,3410148847,United States,2729634,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,INSM,Health Care,
INTA,Intapp Inc. Common Stock,1621920173,United States,58800,Technology,Computer Software: Prepackaged Software,,,,,,,,,INTA,Technology,
INTC,Intel Corporation Common Stock,1.96E+11,United States,31264712,Technology,Semiconductors,,,,,,,,,INTC,Technology,
INTG,Intergroup Corporation (The) Common Stock,103365734,United States,571,Consumer Services,Hotels/Resorts,,,,,,,,,INTG,Consumer Services,
INTU,Intuit Inc. Common Stock,1.68E+11,United States,1066580,Technology,Computer Software: Prepackaged Software,,,,,,,,,INTU,Technology,
INTZ,Intrusion Inc. Common Stock,69440554,United States,148224,Miscellaneous,Diversified Manufacture,,,,,,,,,INTZ,Miscellaneous,
INVA,Innoviva Inc. Common Stock,1202951214,United States,1009534,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,INVA,Health Care,
INVE,Identiv Inc. Common Stock,416167899,United States,79444,Technology,Computer peripheral equipment,,,,,,,,,INVE,Technology,
INVO,INVO BioScience Inc. Common Stock,39579029,United States,41268,Health Care,Medical/Dental Instruments,,,,,,,,,INVO,Health Care,
INVZ,Innoviz Technologies Ltd. Ordinary shares,694385198,Israel,1223433,Capital Goods,Auto Parts:O.E.M.,,,,,,,,,INVZ,Capital Goods,
INVZW,Innoviz Technologies Ltd. Warrant,0,Israel,11235,Capital Goods,Auto Parts:O.E.M.,,,,,,,,,INVZW,Capital Goods,
INZY,Inozyme Pharma Inc. Common Stock,223838736,United States,18888,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,INZY,Health Care,
IOACU,Innovative International Acquisition Corp. Unit,0,United States,424971,,,,,,,,,,,IOACU,,
IONM,Assure Holdings Corp. Common Stock,62258875,United States,1128,Health Care,Assisted Living Services,,,,,,,,,IONM,Health Care,
IONS,Ionis Pharmaceuticals Inc. Common Stock,4403808178,United States,795965,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,IONS,Health Care,
IOSP,Innospec Inc. Common Stock,2206436084,United States,64459,Basic Industries,Industrial Specialties,,,,,,,,,IOSP,Basic Industries,
IOVA,Iovance Biotherapeutics Inc. Common Stock,3914558000,United States,1625429,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,IOVA,Health Care,
IPA,ImmunoPrecise Antibodies Ltd. Common Stock,129432701,Canada,128471,,,,,,,,,,,IPA,,
IPAR,Inter Parfums Inc. Common Stock,2846730373,United States,153769,Consumer Non-Durables,Package Goods/Cosmetics,,,,,,,,,IPAR,Consumer Non-Durables,
IPAXU,Inflection Point Acquisition Corp. Units,0,United States,20,,,,,,,,,,,IPAXU,,
IPDN,Professional Diversity Network Inc. Common Stock,20645194,United States,111875,Technology,EDP Services,,,,,,,,,IPDN,Technology,
IPGP,IPG Photonics Corporation Common Stock,8506015527,United States,235831,Technology,Semiconductors,,,,,,,,,IPGP,Technology,
IPHA,Innate Pharma S.A. ADS,475072453,France,98428,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,IPHA,Health Care,
IPLDP,Interstate Power & Light Company Perp Prd Ser D,0,United States,4584,Public Utilities,Power Generation,,,,,,,,,IPLDP,Public Utilities,
IPSC,Century Therapeutics Inc. Common Stock,1188185347,United States,35962,Consumer Durables,Specialty Chemicals,,,,,,,,,IPSC,Consumer Durables,
IPVI,InterPrivate IV InfraTech Partners Inc. Class A Common Stock,351109375,United States,49,,,,,,,,,,,IPVI,,
IPVIU,InterPrivate IV InfraTech Partners Inc. Units,0,United States,687,,,,,,,,,,,IPVIU,,
IPVIW,InterPrivate IV InfraTech Partners Inc. Warrant,0,United States,20490,,,,,,,,,,,IPVIW,,
IPW,iPower Inc. Common Stock,86222641,United States,429916,Consumer Services,Catalog/Specialty Distribution,,,,,,,,,IPW,Consumer Services,
IPWR,Ideal Power Inc. Common Stock,83206892,United States,19704,Capital Goods,Industrial Machinery/Components,,,,,,,,,IPWR,Capital Goods,
IQ,iQIYI Inc. American Depositary Shares,6906242945,China,4807763,Technology,Internet and Information Services,,,,,,,,,IQ,Technology,
IRBT,iRobot Corporation Common Stock,2377043859,United States,1112792,,,,,,,,,,,IRBT,,
IRCP,IRSA Propiedades Comerciales S.A. American Depositary Shares,378861011,Argentina,76939,Consumer Services,Building operators,,,,,,,,,IRCP,Consumer Services,
IRDM,Iridium Communications Inc Common Stock,5314536158,United States,691367,Consumer Services,Telecommunications Equipment,,,,,,,,,IRDM,Consumer Services,
IRIX,IRIDEX Corporation Common Stock,120325161,United States,75993,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,,,,,,,,,IRIX,Health Care,
IRMD,iRadimed Corporation Common Stock,445912577,United States,17296,Health Care,Medical/Dental Instruments,,,,,,,,,IRMD,Health Care,
IROQ,IF Bancorp Inc. Common Stock,74559753,United States,2175,Finance,Finance: Consumer Services,,,,,,,,,IROQ,Finance,
IRTC,iRhythm Technologies Inc. Common Stock,2058529234,United States,233441,Health Care,Medical/Dental Instruments,,,,,,,,,IRTC,Health Care,
IRWD,Ironwood Pharmaceuticals Inc. Class A Common Stock,2086685091,United States,3798786,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,IRWD,Health Care,
ISAA,Iron Spark I Inc. Class A Common Stock,222054833,United States,42936,,,,,,,,,,,ISAA,,
ISBC,Investors Bancorp Inc. Common Stock,3830615653,United States,740703,Finance,Savings Institutions,,,,,,,,,ISBC,Finance,
ISEE,IVERIC bio Inc. Common Stock,2030654162,United States,1127673,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,ISEE,Health Care,
ISIG,Insignia Systems Inc. Common Stock,12710297,United States,2576,Technology,Advertising,,,,,,,,,ISIG,Technology,
ISLE,Isleworth Healthcare Acquisition Corporation Common stock,256936163,United States,59557,,,,,,,,,,,ISLE,,
ISLEW,Isleworth Healthcare Acquisition Corporation Warrant,0,United States,203,,,,,,,,,,,ISLEW,,
ISO,IsoPlexis Corporation Common Stock,452147082,United States,64990,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,,,,,,,,,ISO,Health Care,
ISPC,iSpecimen Inc. Common Stock,50465958,United States,38540,Health Care,Precision Instruments,,,,,,,,,ISPC,Health Care,
ISRG,Intuitive Surgical Inc. Common Stock,1.27E+11,United States,1371722,Health Care,Medical/Dental Instruments,,,,,,,,,ISRG,Health Care,
ISSC,Innovative Solutions and Support Inc. Common Stock,115205765,United States,3193,Capital Goods,Military/Government/Technical,,,,,,,,,ISSC,Capital Goods,
ISTR,Investar Holding Corporation Common Stock,191146328,United States,12498,Finance,Commercial Banks,,,,,,,,,ISTR,Finance,
ISUN,iSun Inc. Common Stock,88170337,United States,91862,Technology,Semiconductors,,,,,,,,,ISUN,Technology,
ITCI,Intra-Cellular Therapies Inc. Common Stock,3602619065,United States,386502,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,ITCI,Health Care,
ITHX,ITHAX Acquisition Corp. Class A Ordinary Shares,300909375,United States,3825,Finance,Business Services,,,,,,,,,ITHX,Finance,
ITHXU,ITHAX Acquisition Corp. Unit,0,United States,3242,Finance,Business Services,,,,,,,,,ITHXU,Finance,
ITHXW,ITHAX Acquisition Corp. Warrant,0,United States,1150,Finance,Business Services,,,,,,,,,ITHXW,Finance,
ITI,Iteris Inc. Common Stock,223669775,United States,46111,Capital Goods,Telecommunications Equipment,,,,,,,,,ITI,Capital Goods,
ITIC,Investors Title Company Common Stock,361398478,United States,827,Finance,Specialty Insurers,,,,,,,,,ITIC,Finance,
ITMR,Itamar Medical Ltd. American Depository Shares,499196637,Israel,4680,Health Care,Medical/Dental Instruments,,,,,,,,,ITMR,Health Care,
ITOS,iTeos Therapeutics Inc. Common Stock,951015483,United States,176173,Consumer Durables,Specialty Chemicals,,,,,,,,,ITOS,Consumer Durables,
ITQ,Itiquira Acquisition Corp. Class A Ordinary Shares,280312500,United States,1000,Finance,Business Services,,,,,,,,,ITQ,Finance,
ITQRU,Itiquira Acquisition Corp. Unit,0,United States,200,Finance,Business Services,,,,,,,,,ITQRU,Finance,
ITQRW,Itiquira Acquisition Corp. Warrant,0,United States,308,Finance,Business Services,,,,,,,,,ITQRW,Finance,
ITRI,Itron Inc. Common Stock,3535168861,United States,212068,Capital Goods,Electrical Products,,,,,,,,,ITRI,Capital Goods,
ITRM,Iterum Therapeutics plc Ordinary Share,101440282,Ireland,13882022,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,ITRM,Health Care,
